probeset,hgnc
LAMP2|3920,LAMP2
LAMP3|27074,LAMP3
LANCL1|10314,LANCL1
LANCL2|55915,LANCL2
LANCL3|347404,LANCL3
LAP3|51056,LAP3
LAPTM4A|9741,LAPTM4A
LAPTM4B|55353,LAPTM4B
LAPTM5|7805,LAPTM5
LARGE|9215,LARGE
LARP1|23367,LARP1
LARP1B|55132,LARP1B
LARP4|113251,LARP4
LARP4B|23185,LARP4B
LARP6|55323,LARP6
LARP7|51574,LARP7
LARS|51520,LARS
LARS2|23395,LARS2
LAS1L|81887,LAS1L
LASP1|3927,LASP1
LASS1|10715,LASS1
LASS2|29956,LASS2
LASS3|204219,LASS3
LASS4|79603,LASS4
LASS5|91012,LASS5
LASS6|253782,LASS6
LAT|27040,LAT
LAT2|7462,LAT2
LATS1|9113,LATS1
LATS2|26524,LATS2
LAX1|54900,LAX1
LAYN|143903,LAYN
LBH|81606,LBH
LBP|3929,LBP
LBR|3930,LBR
LBX1|10660,LBX1
LBX2|85474,LBX2
LBXCOR1|390598,LBXCOR1
LCA5|167691,LCA5
LCA5L|150082,LCA5L
LCAT|3931,LCAT
LCE1A|353131,LCE1A
LCE1B|353132,LCE1B
LCE1C|353133,LCE1C
LCE1D|353134,LCE1D
LCE1E|353135,LCE1E
LCE1F|353137,LCE1F
LCE2A|353139,LCE2A
LCE2B|26239,LCE2B
LCE2C|353140,LCE2C
LCE2D|353141,LCE2D
LCE3A|353142,LCE3A
LCE3B|353143,LCE3B
LCE3C|353144,LCE3C
LCE3D|84648,LCE3D
LCE3E|353145,LCE3E
LCE4A|199834,LCE4A
LCE5A|254910,LCE5A
LCE6A|448835,LCE6A
LCK|3932,LCK
LCLAT1|253558,LCLAT1
LCMT1|51451,LCMT1
LCMT2|9836,LCMT2
LCN1|3933,LCN1
LCN10|414332,LCN10
LCN12|286256,LCN12
LCN15|389812,LCN15
LCN2|3934,LCN2
LCN6|158062,LCN6
LCN8|138307,LCN8
LCN9|392399,LCN9
LCNL1|401562,LCNL1
LCOR|84458,LCOR
LCORL|254251,LCORL
LCP1|3936,LCP1
LCP2|3937,LCP2
LCT|3938,LCT
LCTL|197021,LCTL
LDB1|8861,LDB1
LDB2|9079,LDB2
LDB3|11155,LDB3
LDHA|3939,LDHA
LDHAL6A|160287,LDHAL6A
LDHAL6B|92483,LDHAL6B
LDHB|3945,LDHB
LDHC|3948,LDHC
LDHD|197257,LDHD
LDLR|3949,LDLR
LDLRAD1|388633,LDLRAD1
LDLRAD2|401944,LDLRAD2
LDLRAD3|143458,LDLRAD3
LDLRAP1|26119,LDLRAP1
LDOC1|23641,LDOC1
LDOC1L|84247,LDOC1L
LEAP2|116842,LEAP2
LECT1|11061,LECT1
LECT2|3950,LECT2
LEF1|51176,LEF1
LEFTY1|10637,LEFTY1
LEFTY2|7044,LEFTY2
LEKR1|389170,LEKR1
LELP1|149018,LELP1
LEMD1|93273,LEMD1
LEMD2|221496,LEMD2
LEMD3|23592,LEMD3
LENEP|55891,LENEP
LENG1|79165,LENG1
LENG8|114823,LENG8
LENG9|94059,LENG9
LEO1|123169,LEO1
LEP|3952,LEP
LEPR|3953,LEPR
LEPRE1|64175,LEPRE1
LEPREL1|55214,LEPREL1
LEPREL2|10536,LEPREL2
LEPROT|54741,LEPROT
LEPROTL1|23484,LEPROTL1
LETM1|3954,LETM1
LETM2|137994,LETM2
LETMD1|25875,LETMD1
LEUTX|342900,LEUTX
LFNG|3955,LFNG
LGALS1|3956,LGALS1
LGALS12|85329,LGALS12
LGALS13|29124,LGALS13
LGALS14|56891,LGALS14
LGALS2|3957,LGALS2
LGALS3|3958,LGALS3
LGALS3BP|3959,LGALS3BP
LGALS4|3960,LGALS4
LGALS7|3963,LGALS7
LGALS7B|653499,LGALS7B
LGALS8|3964,LGALS8
LGALS9|3965,LGALS9
LGALS9B|284194,LGALS9B
LGALS9C|654346,LGALS9C
LGI1|9211,LGI1
LGI2|55203,LGI2
LGI3|203190,LGI3
LGI4|163175,LGI4
LGMN|5641,LGMN
LGR4|55366,LGR4
LGR5|8549,LGR5
LGR6|59352,LGR6
LGSN|51557,LGSN
LGTN|1939,LGTN
LHB|3972,LHB
LHCGR|3973,LHCGR
LHFP|10186,LHFP
LHFPL1|340596,LHFPL1
LHFPL2|10184,LHFPL2
LHFPL3|375612,LHFPL3
LHFPL4|375323,LHFPL4
LHFPL5|222662,LHFPL5
LHPP|64077,LHPP
LHX1|3975,LHX1
LHX2|9355,LHX2
LHX3|8022,LHX3
LHX4|89884,LHX4
LHX5|64211,LHX5
LHX6|26468,LHX6
LHX8|431707,LHX8
LHX9|56956,LHX9
LIAS|11019,LIAS
LIF|3976,LIF
LIFR|3977,LIFR
LIG1|3978,LIG1
LIG3|3980,LIG3
LIG4|3981,LIG4
LILRA1|11024,LILRA1
LILRA2|11027,LILRA2
LILRA3|11026,LILRA3
LILRA4|23547,LILRA4
LILRA5|353514,LILRA5
LILRA6|79168,LILRA6
LILRB1|10859,LILRB1
LILRB2|10288,LILRB2
LILRB3|11025,LILRB3
LILRB4|11006,LILRB4
LILRB5|10990,LILRB5
LILRP2|79166,LILRP2
LIM2|3982,LIM2
LIMA1|51474,LIMA1
LIMCH1|22998,LIMCH1
LIMD1|8994,LIMD1
LIMD2|80774,LIMD2
LIME1|54923,LIME1
LIMK1|3984,LIMK1
LIMK2|3985,LIMK2
LIMS1|3987,LIMS1
LIMS2|55679,LIMS2
LIMS3-LOC440895|100271835,LIMS3-LOC440895
LIMS3|96626,LIMS3
LIN28A|79727,LIN28A
LIN28B|389421,LIN28B
LIN37|55957,LIN37
LIN52|91750,LIN52
LIN54|132660,LIN54
LIN7A|8825,LIN7A
LIN7B|64130,LIN7B
LIN7C|55327,LIN7C
LIN9|286826,LIN9
LINGO1|84894,LINGO1
LINGO2|158038,LINGO2
LINGO3|645191,LINGO3
LINGO4|339398,LINGO4
LINS1|55180,LINS1
LIPA|3988,LIPA
LIPC|3990,LIPC
LIPE|3991,LIPE
LIPF|8513,LIPF
LIPG|9388,LIPG
LIPH|200879,LIPH
LIPI|149998,LIPI
LIPJ|142910,LIPJ
LIPK|643414,LIPK
LIPM|340654,LIPM
LIPN|643418,LIPN
LIPT1|51601,LIPT1
LIPT2|387787,LIPT2
LITAF|9516,LITAF
LIX1|167410,LIX1
LIX1L|128077,LIX1L
LLGL1|3996,LLGL1
LLGL2|3993,LLGL2
LLPH|84298,LLPH
LMAN1|3998,LMAN1
LMAN1L|79748,LMAN1L
LMAN2|10960,LMAN2
LMAN2L|81562,LMAN2L
LMBR1|64327,LMBR1
LMBR1L|55716,LMBR1L
LMBRD1|55788,LMBRD1
LMBRD2|92255,LMBRD2
LMCD1|29995,LMCD1
LMF1|64788,LMF1
LMF2|91289,LMF2
LMLN|89782,LMLN
LMNA|4000,LMNA
LMNB1|4001,LMNB1
LMNB2|84823,LMNB2
LMO1|4004,LMO1
LMO2|4005,LMO2
LMO3|55885,LMO3
LMO4|8543,LMO4
LMO7|4008,LMO7
LMOD1|25802,LMOD1
LMOD2|442721,LMOD2
LMOD3|56203,LMOD3
LMTK2|22853,LMTK2
LMTK3|114783,LMTK3
LMX1A|4009,LMX1A
LMX1B|4010,LMX1B
LNP1|348801,LNP1
LNPEP|4012,LNPEP
LNX1|84708,LNX1
LNX2|222484,LNX2
LOC100009676|100009676,LOC100009676
LOC100101266|100101266,LOC100101266
LOC100101938|100101938,LOC100101938
LOC100124692|100124692,LOC100124692
LOC100125556|100125556,LOC100125556
LOC100126784|100126784,LOC100126784
LOC100127888|100127888,LOC100127888
LOC100128023|100128023,LOC100128023
LOC100128076|100128076,LOC100128076
LOC100128164|100128164,LOC100128164
LOC100128191|100128191,LOC100128191
LOC100128239|100128239,LOC100128239
LOC100128288|100128288,LOC100128288
LOC100128292|100128292,LOC100128292
LOC100128542|100128542,LOC100128542
LOC100128554|100128554,LOC100128554
LOC100128573|100128573,LOC100128573
LOC100128640|100128640,LOC100128640
LOC100128675|100128675,LOC100128675
LOC100128788|100128788,LOC100128788
LOC100128811|100128811,LOC100128811
LOC100128822|100128822,LOC100128822
LOC100128842|100128842,LOC100128842
LOC100128977|100128977,LOC100128977
LOC100129034|100129034,LOC100129034
LOC100129055|100129055,LOC100129055
LOC100129066|100129066,LOC100129066
LOC100129387|100129387,LOC100129387
LOC100129534|100129534,LOC100129534
LOC100129550|100129550,LOC100129550
LOC100129637|100129637,LOC100129637
LOC100129716|100129716,LOC100129716
LOC100129726|100129726,LOC100129726
LOC100129935|100129935,LOC100129935
LOC100130015|100130015,LOC100130015
LOC100130093|100130093,LOC100130093
LOC100130148|100130148,LOC100130148
LOC100130238|100130238,LOC100130238
LOC100130264|100130264,LOC100130264
LOC100130274|100130274,LOC100130274
LOC100130331|100130331,LOC100130331
LOC100130386|100130386,LOC100130386
LOC100130522|100130522,LOC100130522
LOC100130557|100130557,LOC100130557
LOC100130581|100130581,LOC100130581
LOC100130691|100130691,LOC100130691
LOC100130776|100130776,LOC100130776
LOC100130872|100130872,LOC100130872
LOC100130932|100130932,LOC100130932
LOC100130933|100130933,LOC100130933
LOC100130987|100130987,LOC100130987
LOC100131193|100131193,LOC100131193
LOC100131434|100131434,LOC100131434
LOC100131496|100131496,LOC100131496
LOC100131551|100131551,LOC100131551
LOC100131691|100131691,LOC100131691
LOC100131726|100131726,LOC100131726
LOC100132111|100132111,LOC100132111
LOC100132215|100132215,LOC100132215
LOC100132247|100132247,LOC100132247
LOC100132287|100132287,LOC100132287
LOC100132288|100132288,LOC100132288
LOC100132354|100132354,LOC100132354
LOC100132707|100132707,LOC100132707
LOC100132724|100132724,LOC100132724
LOC100132831|100132831,LOC100132831
LOC100132832|100132832,LOC100132832
LOC100133050|100133050,LOC100133050
LOC100133161|100133161,LOC100133161
LOC100133308|100133308,LOC100133308
LOC100133331|100133331,LOC100133331
LOC100133469|100133469,LOC100133469
LOC100133545|100133545,LOC100133545
LOC100133612|100133612,LOC100133612
LOC100133669|100133669,LOC100133669
LOC100133893|100133893,LOC100133893
LOC100133920|100133920,LOC100133920
LOC100133957|100133957,LOC100133957
LOC100133985|100133985,LOC100133985
LOC100133991|100133991,LOC100133991
LOC100134229|100134229,LOC100134229
LOC100134259|100134259,LOC100134259
LOC100134368|100134368,LOC100134368
LOC100134713|100134713,LOC100134713
LOC100134868|100134868,LOC100134868
LOC100144603|100144603,LOC100144603
LOC100144604|100144604,LOC100144604
LOC100169752|100169752,LOC100169752
LOC100170939|100170939,LOC100170939
LOC100188947|100188947,LOC100188947
LOC100188949|100188949,LOC100188949
LOC100189589|100189589,LOC100189589
LOC100190938|100190938,LOC100190938
LOC100190939|100190939,LOC100190939
LOC100190940|100190940,LOC100190940
LOC100190986|100190986,LOC100190986
LOC100192378|100192378,LOC100192378
LOC100192379|100192379,LOC100192379
LOC100192426|100192426,LOC100192426
LOC100216001|100216001,LOC100216001
LOC100216545|100216545,LOC100216545
LOC100233209|100233209,LOC100233209
LOC100240726|100240726,LOC100240726
LOC100240734|100240734,LOC100240734
LOC100240735|100240735,LOC100240735
LOC100268168|100268168,LOC100268168
LOC100270710|100270710,LOC100270710
LOC100270746|100270746,LOC100270746
LOC100270804|100270804,LOC100270804
LOC100271722|100271722,LOC100271722
LOC100271831|100271831,LOC100271831
LOC100271832|100271832,LOC100271832
LOC100271836|100271836,LOC100271836
LOC100272146|100272146,LOC100272146
LOC100272216|100272216,LOC100272216
LOC100272217|100272217,LOC100272217
LOC100272228|100272228,LOC100272228
LOC100286793|100286793,LOC100286793
LOC100286844|100286844,LOC100286844
LOC100287227|100287227,LOC100287227
LOC100287704|100287704,LOC100287704
LOC100287718|100287718,LOC100287718
LOC100288778|100288778,LOC100288778
LOC100289341|100289341,LOC100289341
LOC100302401|100302401,LOC100302401
LOC100302640|100302640,LOC100302640
LOC100302650|100302650,LOC100302650
LOC100303728|100303728,LOC100303728
LOC113230|113230,LOC113230
LOC115110|115110,LOC115110
LOC116437|116437,LOC116437
LOC121838|121838,LOC121838
LOC121952|121952,LOC121952
LOC126536|126536,LOC126536
LOC127841|127841,LOC127841
LOC134466|134466,LOC134466
LOC143188|143188,LOC143188
LOC143666|143666,LOC143666
LOC144438|144438,LOC144438
LOC144486|144486,LOC144486
LOC144571|144571,LOC144571
LOC144742|144742,LOC144742
LOC144776|144776,LOC144776
LOC145474|145474,LOC145474
LOC145783|145783,LOC145783
LOC145820|145820,LOC145820
LOC145837|145837,LOC145837
LOC145845|145845,LOC145845
LOC146336|146336,LOC146336
LOC146481|146481,LOC146481
LOC146880|146880,LOC146880
LOC147727|147727,LOC147727
LOC147804|147804,LOC147804
LOC148145|148145,LOC148145
LOC148189|148189,LOC148189
LOC148413|148413,LOC148413
LOC148696|148696,LOC148696
LOC148709|148709,LOC148709
LOC148824|148824,LOC148824
LOC149134|149134,LOC149134
LOC149620|149620,LOC149620
LOC149837|149837,LOC149837
LOC150185|150185,LOC150185
LOC150197|150197,LOC150197
LOC150381|150381,LOC150381
LOC150527|150527,LOC150527
LOC150568|150568,LOC150568
LOC150622|150622,LOC150622
LOC150776|150776,LOC150776
LOC150786|150786,LOC150786
LOC151009|151009,LOC151009
LOC151162|151162,LOC151162
LOC151174|151174,LOC151174
LOC151300|151300,LOC151300
LOC151534|151534,LOC151534
LOC151658|151658,LOC151658
LOC152024|152024,LOC152024
LOC152217|152217,LOC152217
LOC152225|152225,LOC152225
LOC153328|153328,LOC153328
LOC153684|153684,LOC153684
LOC153910|153910,LOC153910
LOC154449|154449,LOC154449
LOC154761|154761,LOC154761
LOC154822|154822,LOC154822
LOC157381|157381,LOC157381
LOC157627|157627,LOC157627
LOC158376|158376,LOC158376
LOC158572|158572,LOC158572
LOC158696|158696,LOC158696
LOC162632|162632,LOC162632
LOC168474|168474,LOC168474
LOC200030|200030,LOC200030
LOC200726|200726,LOC200726
LOC201651|201651,LOC201651
LOC202181|202181,LOC202181
LOC202781|202781,LOC202781
LOC219347|219347,LOC219347
LOC220429|220429,LOC220429
LOC220594|220594,LOC220594
LOC220729|220729,LOC220729
LOC220930|220930,LOC220930
LOC221122|221122,LOC221122
LOC221442|221442,LOC221442
LOC221710|221710,LOC221710
LOC222699|222699,LOC222699
LOC253039|253039,LOC253039
LOC253724|253724,LOC253724
LOC254312|254312,LOC254312
LOC254559|254559,LOC254559
LOC255025|255025,LOC255025
LOC255167|255167,LOC255167
LOC256880|256880,LOC256880
LOC257358|257358,LOC257358
LOC25845|25845,LOC25845
LOC26102|26102,LOC26102
LOC282997|282997,LOC282997
LOC283050|283050,LOC283050
LOC283070|283070,LOC283070
LOC283174|283174,LOC283174
LOC283267|283267,LOC283267
LOC283314|283314,LOC283314
LOC283332|283332,LOC283332
LOC283392|283392,LOC283392
LOC283404|283404,LOC283404
LOC283663|283663,LOC283663
LOC283731|283731,LOC283731
LOC283761|283761,LOC283761
LOC283856|283856,LOC283856
LOC283867|283867,LOC283867
LOC283914|283914,LOC283914
LOC283922|283922,LOC283922
LOC283999|283999,LOC283999
LOC284009|284009,LOC284009
LOC284023|284023,LOC284023
LOC284100|284100,LOC284100
LOC284232|284232,LOC284232
LOC284233|284233,LOC284233
LOC284276|284276,LOC284276
LOC284379|284379,LOC284379
LOC284440|284440,LOC284440
LOC284441|284441,LOC284441
LOC284551|284551,LOC284551
LOC284578|284578,LOC284578
LOC284632|284632,LOC284632
LOC284661|284661,LOC284661
LOC284688|284688,LOC284688
LOC284749|284749,LOC284749
LOC284788|284788,LOC284788
LOC284798|284798,LOC284798
LOC284837|284837,LOC284837
LOC284900|284900,LOC284900
LOC285033|285033,LOC285033
LOC285045|285045,LOC285045
LOC285074|285074,LOC285074
LOC285194|285194,LOC285194
LOC285205|285205,LOC285205
LOC285359|285359,LOC285359
LOC285370|285370,LOC285370
LOC285375|285375,LOC285375
LOC285401|285401,LOC285401
LOC285419|285419,LOC285419
LOC285456|285456,LOC285456
LOC285501|285501,LOC285501
LOC285548|285548,LOC285548
LOC285593|285593,LOC285593
LOC285627|285627,LOC285627
LOC285629|285629,LOC285629
LOC285692|285692,LOC285692
LOC285696|285696,LOC285696
LOC285733|285733,LOC285733
LOC285735|285735,LOC285735
LOC285740|285740,LOC285740
LOC285768|285768,LOC285768
LOC285780|285780,LOC285780
LOC285796|285796,LOC285796
LOC285830|285830,LOC285830
LOC285847|285847,LOC285847
LOC285954|285954,LOC285954
LOC286002|286002,LOC286002
LOC286094|286094,LOC286094
LOC286135|286135,LOC286135
LOC286238|286238,LOC286238
LOC286359|286359,LOC286359
LOC286367|286367,LOC286367
LOC286467|286467,LOC286467
LOC29034|29034,LOC29034
LOC338588|338588,LOC338588
LOC338651|338651,LOC338651
LOC338758|338758,LOC338758
LOC338799|338799,LOC338799
LOC339047|339047,LOC339047
LOC339240|339240,LOC339240
LOC339290|339290,LOC339290
LOC339524|339524,LOC339524
LOC339535|339535,LOC339535
LOC339568|339568,LOC339568
LOC339674|339674,LOC339674
LOC339788|339788,LOC339788
LOC340017|340017,LOC340017
LOC340074|340074,LOC340074
LOC340094|340094,LOC340094
LOC340357|340357,LOC340357
LOC340508|340508,LOC340508
LOC341056|341056,LOC341056
LOC342346|342346,LOC342346
LOC344595|344595,LOC344595
LOC344967|344967,LOC344967
LOC347376|347376,LOC347376
LOC348021|348021,LOC348021
LOC348840|348840,LOC348840
LOC348926|348926,LOC348926
LOC349114|349114,LOC349114
LOC349196|349196,LOC349196
LOC360030|360030,LOC360030
LOC374443|374443,LOC374443
LOC374491|374491,LOC374491
LOC375190|375190,LOC375190
LOC387646|387646,LOC387646
LOC387647|387647,LOC387647
LOC388152|388152,LOC388152
LOC388242|388242,LOC388242
LOC388387|388387,LOC388387
LOC388428|388428,LOC388428
LOC388588|388588,LOC388588
LOC388692|388692,LOC388692
LOC388789|388789,LOC388789
LOC388796|388796,LOC388796
LOC388946|388946,LOC388946
LOC388955|388955,LOC388955
LOC389033|389033,LOC389033
LOC389332|389332,LOC389332
LOC389333|389333,LOC389333
LOC389458|389458,LOC389458
LOC389493|389493,LOC389493
LOC389634|389634,LOC389634
LOC389705|389705,LOC389705
LOC389791|389791,LOC389791
LOC390595|390595,LOC390595
LOC390858|390858,LOC390858
LOC391322|391322,LOC391322
LOC392196|392196,LOC392196
LOC399744|399744,LOC399744
LOC399815|399815,LOC399815
LOC399959|399959,LOC399959
LOC400027|400027,LOC400027
LOC400043|400043,LOC400043
LOC400657|400657,LOC400657
LOC400696|400696,LOC400696
LOC400752|400752,LOC400752
LOC400759|400759,LOC400759
LOC400794|400794,LOC400794
LOC400804|400804,LOC400804
LOC400891|400891,LOC400891
LOC400927|400927,LOC400927
LOC400931|400931,LOC400931
LOC400940|400940,LOC400940
LOC401010|401010,LOC401010
LOC401052|401052,LOC401052
LOC401093|401093,LOC401093
LOC401127|401127,LOC401127
LOC401387|401387,LOC401387
LOC401397|401397,LOC401397
LOC401431|401431,LOC401431
LOC401463|401463,LOC401463
LOC401588|401588,LOC401588
LOC402377|402377,LOC402377
LOC402644|402644,LOC402644
LOC407835|407835,LOC407835
LOC415056|415056,LOC415056
LOC440040|440040,LOC440040
LOC440173|440173,LOC440173
LOC440354|440354,LOC440354
LOC440356|440356,LOC440356
LOC440461|440461,LOC440461
LOC440563|440563,LOC440563
LOC440896|440896,LOC440896
LOC440905|440905,LOC440905
LOC440925|440925,LOC440925
LOC440944|440944,LOC440944
LOC440957|440957,LOC440957
LOC441046|441046,LOC441046
LOC441089|441089,LOC441089
LOC441177|441177,LOC441177
LOC441204|441204,LOC441204
LOC441208|441208,LOC441208
LOC441294|441294,LOC441294
LOC441454|441454,LOC441454
LOC441455|441455,LOC441455
LOC441601|441601,LOC441601
LOC441666|441666,LOC441666
LOC441869|441869,LOC441869
LOC442308|442308,LOC442308
LOC442421|442421,LOC442421
LOC442454|442454,LOC442454
LOC442459|442459,LOC442459
LOC493754|493754,LOC493754
LOC494141|494141,LOC494141
LOC541471|541471,LOC541471
LOC541473|541473,LOC541473
LOC550112|550112,LOC550112
LOC550643|550643,LOC550643
LOC554202|554202,LOC554202
LOC55908|55908,LOC55908
LOC572558|572558,LOC572558
LOC595101|595101,LOC595101
LOC606724|606724,LOC606724
LOC613037|613037,LOC613037
LOC619207|619207,LOC619207
LOC641298|641298,LOC641298
LOC641367|641367,LOC641367
LOC642587|642587,LOC642587
LOC642597|642597,LOC642597
LOC642826|642826,LOC642826
LOC642846|642846,LOC642846
LOC642852|642852,LOC642852
LOC642929|642929,LOC642929
LOC643008|643008,LOC643008
LOC643387|643387,LOC643387
LOC643486|643486,LOC643486
LOC643677|643677,LOC643677
LOC643719|643719,LOC643719
LOC643763|643763,LOC643763
LOC643837|643837,LOC643837
LOC643923|643923,LOC643923
LOC643955|643955,LOC643955
LOC644145|644145,LOC644145
LOC644165|644165,LOC644165
LOC644172|644172,LOC644172
LOC644538|644538,LOC644538
LOC644669|644669,LOC644669
LOC644936|644936,LOC644936
LOC645166|645166,LOC645166
LOC645323|645323,LOC645323
LOC645332|645332,LOC645332
LOC645431|645431,LOC645431
LOC645676|645676,LOC645676
LOC645752|645752,LOC645752
LOC646214|646214,LOC646214
LOC646471|646471,LOC646471
LOC646498|646498,LOC646498
LOC646627|646627,LOC646627
LOC646762|646762,LOC646762
LOC646813|646813,LOC646813
LOC646851|646851,LOC646851
LOC646982|646982,LOC646982
LOC646999|646999,LOC646999
LOC647121|647121,LOC647121
LOC647288|647288,LOC647288
LOC647309|647309,LOC647309
LOC647859|647859,LOC647859
LOC647946|647946,LOC647946
LOC647979|647979,LOC647979
LOC648691|648691,LOC648691
LOC648740|648740,LOC648740
LOC649330|649330,LOC649330
LOC650293|650293,LOC650293
LOC650368|650368,LOC650368
LOC650623|650623,LOC650623
LOC651250|651250,LOC651250
LOC652276|652276,LOC652276
LOC653113|653113,LOC653113
LOC653501|653501,LOC653501
LOC653544|653544,LOC653544
LOC653545|653545,LOC653545
LOC653566|653566,LOC653566
LOC653653|653653,LOC653653
LOC653786|653786,LOC653786
LOC654342|654342,LOC654342
LOC654433|654433,LOC654433
LOC678655|678655,LOC678655
LOC723809|723809,LOC723809
LOC723972|723972,LOC723972
LOC727677|727677,LOC727677
LOC727896|727896,LOC727896
LOC727924|727924,LOC727924
LOC728024|728024,LOC728024
LOC728190|728190,LOC728190
LOC728264|728264,LOC728264
LOC728276|728276,LOC728276
LOC728323|728323,LOC728323
LOC728392|728392,LOC728392
LOC728410|728410,LOC728410
LOC728554|728554,LOC728554
LOC728606|728606,LOC728606
LOC728613|728613,LOC728613
LOC728640|728640,LOC728640
LOC728643|728643,LOC728643
LOC728723|728723,LOC728723
LOC728743|728743,LOC728743
LOC728758|728758,LOC728758
LOC728819|728819,LOC728819
LOC728855|728855,LOC728855
LOC728875|728875,LOC728875
LOC728989|728989,LOC728989
LOC729020|729020,LOC729020
LOC729082|729082,LOC729082
LOC729121|729121,LOC729121
LOC729156|729156,LOC729156
LOC729176|729176,LOC729176
LOC729234|729234,LOC729234
LOC729375|729375,LOC729375
LOC729467|729467,LOC729467
LOC729603|729603,LOC729603
LOC729609|729609,LOC729609
LOC729668|729668,LOC729668
LOC729678|729678,LOC729678
LOC729799|729799,LOC729799
LOC729991-MEF2B|4207,LOC729991-MEF2B
LOC729991|729991,LOC729991
LOC730101|730101,LOC730101
LOC730668|730668,LOC730668
LOC730811|730811,LOC730811
LOC731779|731779,LOC731779
LOC731789|731789,LOC731789
LOC732275|732275,LOC732275
LOC80054|80054,LOC80054
LOC80154|80154,LOC80154
LOC81691|81691,LOC81691
LOC84740|84740,LOC84740
LOC84856|84856,LOC84856
LOC84931|84931,LOC84931
LOC84989|84989,LOC84989
LOC90110|90110,LOC90110
LOC90246|90246,LOC90246
LOC90586|90586,LOC90586
LOC90784|90784,LOC90784
LOC90834|90834,LOC90834
LOC91149|91149,LOC91149
LOC91316|91316,LOC91316
LOC91450|91450,LOC91450
LOC91948|91948,LOC91948
LOC92249|92249,LOC92249
LOC92659|92659,LOC92659
LOC92973|92973,LOC92973
LOC93432|93432,LOC93432
LOC93622|93622,LOC93622
LOC96610|96610,LOC96610
LOH12CR1|118426,LOH12CR1
LOH12CR2|503693,LOH12CR2
LOH3CR2A|29931,LOH3CR2A
LONP1|9361,LONP1
LONP2|83752,LONP2
LONRF1|91694,LONRF1
LONRF2|164832,LONRF2
LONRF3|79836,LONRF3
LOR|4014,LOR
LOX|4015,LOX
LOXHD1|125336,LOXHD1
LOXL1|4016,LOXL1
LOXL2|4017,LOXL2
LOXL3|84695,LOXL3
LOXL4|84171,LOXL4
LPA|4018,LPA
LPAL2|80350,LPAL2
LPAR1|1902,LPAR1
LPAR2|9170,LPAR2
LPAR3|23566,LPAR3
LPAR4|2846,LPAR4
LPAR5|57121,LPAR5
LPAR6|10161,LPAR6
LPCAT1|79888,LPCAT1
LPCAT2|54947,LPCAT2
LPCAT3|10162,LPCAT3
LPCAT4|254531,LPCAT4
LPGAT1|9926,LPGAT1
LPHN1|22859,LPHN1
LPHN2|23266,LPHN2
LPHN3|23284,LPHN3
LPIN1|23175,LPIN1
LPIN2|9663,LPIN2
LPIN3|64900,LPIN3
LPL|4023,LPL
LPO|4025,LPO
LPP|4026,LPP
LPPR1|54886,LPPR1
LPPR2|64748,LPPR2
LPPR3|79948,LPPR3
LPPR4|9890,LPPR4
LPPR5|163404,LPPR5
LPXN|9404,LPXN
LQK1|642946,LQK1
LRAT|9227,LRAT
LRBA|987,LRBA
LRCH1|23143,LRCH1
LRCH2|57631,LRCH2
LRCH3|84859,LRCH3
LRCH4|4034,LRCH4
LRDD|55367,LRDD
LRFN1|57622,LRFN1
LRFN2|57497,LRFN2
LRFN3|79414,LRFN3
LRFN4|78999,LRFN4
LRFN5|145581,LRFN5
LRG1|116844,LRG1
LRGUK|136332,LRGUK
LRIG1|26018,LRIG1
LRIG2|9860,LRIG2
LRIG3|121227,LRIG3
LRIT1|26103,LRIT1
LRIT2|340745,LRIT2
LRIT3|345193,LRIT3
LRMP|4033,LRMP
LRP1|4035,LRP1
LRP10|26020,LRP10
LRP11|84918,LRP11
LRP12|29967,LRP12
LRP1B|53353,LRP1B
LRP2|4036,LRP2
LRP2BP|55805,LRP2BP
LRP3|4037,LRP3
LRP4|4038,LRP4
LRP5|4041,LRP5
LRP5L|91355,LRP5L
LRP6|4040,LRP6
LRP8|7804,LRP8
LRPAP1|4043,LRPAP1
LRPPRC|10128,LRPPRC
LRRC1|55227,LRRC1
LRRC10|376132,LRRC10
LRRC10B|390205,LRRC10B
LRRC14|9684,LRRC14
LRRC14B|389257,LRRC14B
LRRC15|131578,LRRC15
LRRC16A|55604,LRRC16A
LRRC16B|90668,LRRC16B
LRRC17|10234,LRRC17
LRRC18|474354,LRRC18
LRRC19|64922,LRRC19
LRRC2|79442,LRRC2
LRRC20|55222,LRRC20
LRRC23|10233,LRRC23
LRRC24|441381,LRRC24
LRRC25|126364,LRRC25
LRRC26|389816,LRRC26
LRRC27|80313,LRRC27
LRRC28|123355,LRRC28
LRRC29|26231,LRRC29
LRRC3|81543,LRRC3
LRRC30|339291,LRRC30
LRRC31|79782,LRRC31
LRRC32|2615,LRRC32
LRRC33|375387,LRRC33
LRRC34|151827,LRRC34
LRRC36|55282,LRRC36
LRRC37A|9884,LRRC37A
LRRC37A2|474170,LRRC37A2
LRRC37A3|374819,LRRC37A3
LRRC37A4|55073,LRRC37A4
LRRC37B|114659,LRRC37B
LRRC37B2|147172,LRRC37B2
LRRC39|127495,LRRC39
LRRC3B|116135,LRRC3B
LRRC4|64101,LRRC4
LRRC40|55631,LRRC40
LRRC41|10489,LRRC41
LRRC42|115353,LRRC42
LRRC43|254050,LRRC43
LRRC45|201255,LRRC45
LRRC46|90506,LRRC46
